,Q1,,q1,q2,q3,q4,setA,setB,SetN,Active,,,Set A,Set B
824,1,3,F,F,T,F,F,F,T,,N,N,,
825,1,3,F,F,T,F,F,F,T,,N,N,,
826,1,3,F,F,T,F,F,F,T,,N,N,,
827,1,3,F,F,T,F,F,F,T,,N,N,,
835,0,3,F,F,T,F,F,T,F,,N,N,,
837,7,3,F,F,T,F,F,T,F,,N,N,,
838,5,3,F,F,T,F,F,T,F,,N,N,,
839,42,3,F,F,T,F,T,F,F,,Y,N,,
841,0,3,F,F,T,F,F,F,T,,N,N,,
842,39,3,F,F,T,F,T,F,F,,Y,N,,
844,3,3,F,F,T,F,F,F,T,,N,N,,
845,3,3,F,F,T,F,F,T,F,,N,N,,
846,0,3,F,F,T,F,F,T,F,,N,N,,
847,2,3,F,F,T,F,T,F,F,,Y,N,,
848,0,3,F,F,T,F,F,T,F,,N,N,,
850,1,3,F,F,T,F,F,F,T,,N,N,,
851,14,3,F,F,T,F,T,F,F,,Y,N,,
853,0,3,F,F,T,F,T,F,F,,Y,N,,
856,0,3,F,F,T,F,T,F,F,,Y,N,,
857,4,3,F,F,T,F,F,T,F,,N,N,,
858,15,3,F,F,T,F,T,F,F,,Y,N,,
859,5,3,F,F,T,F,F,T,F,,N,N,,
860,0,3,F,F,T,F,F,T,F,,N,N,,
861,5,3,F,F,T,F,F,T,F,,N,N,,
862,2,3,F,F,T,F,F,T,F,,N,N,,
863,35,3,F,F,T,F,T,F,F,,Y,N,,
864,76,3,F,F,T,F,F,F,T,,N,N,,
865,8,3,F,F,T,F,F,T,F,,N,N,,
866,9,3,F,F,T,F,F,T,F,,N,N,,
867,0,3,F,F,T,F,F,T,F,,N,N,,
868,5,3,F,F,T,F,F,F,T,,N,N,,
869,1,3,F,F,T,F,F,F,T,,N,N,,
871,2,3,F,F,T,F,F,F,T,,N,N,,
872,0,3,F,F,T,F,F,F,T,,N,N,,
873,0,3,F,F,T,F,F,F,T,,N,N,,
875,41,3,F,F,T,F,T,F,F,,Y,N,,
876,17,3,F,F,T,F,T,F,F,,Y,N,,
877,3,3,F,F,T,F,F,T,F,,N,N,,
878,4,3,F,F,T,F,F,T,F,,N,N,,
879,2,3,F,F,T,F,F,F,T,,N,N,,
880,12,3,F,F,T,F,F,T,F,,N,N,,
882,0,3,F,F,T,F,F,F,T,,N,N,,
883,0,3,F,F,T,F,F,F,T,,N,N,,
884,1,3,F,F,T,F,F,F,T,,N,N,,
885,0,3,F,F,T,F,F,F,T,,N,N,,
887,0,3,F,F,T,F,F,F,T,,N,N,,
888,7,3,F,F,T,F,F,F,T,,N,N,,
892,0,3,F,F,T,F,F,F,T,,N,N,,
894,0,3,F,F,T,F,F,T,F,,N,N,,
895,12,3,F,F,T,F,T,F,F,,Y,N,,
896,1,3,F,F,T,F,F,T,F,,N,N,,
897,0,3,F,F,T,F,T,F,F,,Y,N,,
898,0,3,F,F,T,F,F,T,F,,N,N,,
899,0,3,F,F,T,F,F,T,F,,N,N,,
900,89,3,F,F,T,F,T,F,F,,Y,N,,
901,3,3,F,F,T,F,F,T,F,,N,N,,
902,11,3,F,F,T,F,F,F,T,,N,N,,
905,42,3,F,F,T,F,T,F,F,,Y,N,,
906,12,3,F,F,T,F,F,T,F,,N,N,,
907,11,3,F,F,T,F,F,T,F,,N,N,,
908,0,3,F,F,T,F,F,F,T,,N,N,,
909,9,3,F,F,T,F,F,F,T,,N,N,,
910,54,3,F,F,T,F,T,F,F,,Y,N,,
912,1,3,F,F,T,F,F,F,T,,N,N,,
913,0,3,F,F,T,F,F,F,T,,N,N,,
914,1,3,F,F,T,F,F,F,T,,N,N,,
915,0,3,F,F,T,F,F,F,T,,N,N,,
916,1,3,F,F,T,F,F,F,T,,N,N,,
917,18,3,F,F,T,F,F,T,F,,N,N,,
918,63,3,F,F,T,F,T,F,F,,Y,N,,
919,44,3,F,F,T,F,F,F,T,,N,N,,
920,0,3,F,F,T,F,T,F,F,,Y,N,,
921,1,3,F,F,T,F,F,F,T,,N,N,,
922,0,3,F,F,T,F,T,F,F,,Y,N,,
923,0,3,F,F,T,F,T,F,F,,Y,N,,
924,8,3,F,F,T,F,F,T,F,,N,N,,
925,0,3,F,F,T,F,T,F,F,,Y,N,,
926,40,3,F,F,T,F,T,F,F,,Y,N,,
927,56,3,F,F,T,F,T,F,F,,Y,N,,
928,3,3,F,F,T,F,F,T,F,,N,N,,
929,16,3,F,F,T,F,T,F,F,,Y,N,,
931,4,3,F,F,T,F,T,F,F,,Y,N,,
932,1,3,F,F,T,F,F,T,F,,N,N,,
933,18,3,F,F,T,F,T,F,F,,Y,N,,
934,1,3,F,F,T,F,F,T,F,,N,N,,
935,0,3,F,F,T,F,F,F,T,,N,N,,
936,16,3,F,F,T,F,T,F,F,,Y,N,,
937,0,3,F,F,T,F,F,T,F,,N,N,,
938,0,3,F,F,T,F,F,F,T,,N,N,,
939,0,3,F,F,T,F,F,T,F,,N,N,,
940,82,3,F,F,T,F,T,F,F,,Y,N,,
941,0,3,F,F,T,F,T,F,F,,Y,N,,
942,42,3,F,F,T,F,T,F,F,,Y,N,,
943,83,3,F,F,T,F,T,F,F,,Y,N,,
944,9,3,F,F,T,F,T,F,F,,Y,N,,
946,0,3,F,F,T,F,F,F,T,,N,N,,
947,1,3,F,F,T,F,F,T,F,,N,N,,
948,29,3,F,F,T,F,F,T,F,,N,N,,
949,11,3,F,F,T,F,F,T,F,,N,N,,
951,18,3,F,F,T,F,F,T,F,,N,N,,
952,7,3,F,F,T,F,F,T,F,,N,N,,
953,37,3,F,F,T,F,F,T,F,,N,N,,
954,16,3,F,F,T,F,F,T,F,,N,N,,
956,4,3,F,F,T,F,F,T,F,,N,N,,
957,3,3,F,F,T,F,T,F,F,,Y,N,,
958,25,3,F,F,T,F,T,F,F,,Y,N,,
959,54,3,F,F,T,F,T,F,F,,Y,N,,
961,16,3,F,F,T,F,T,F,F,,Y,N,,
962,4,3,F,F,T,F,T,F,F,,Y,N,,
963,23,3,F,F,T,F,T,F,F,,Y,N,,
964,54,3,F,F,T,F,T,F,F,,Y,N,,
966,13,3,F,F,T,F,T,F,F,,Y,N,,
967,0,3,F,F,T,F,F,T,F,,N,N,,
968,23,3,F,F,T,F,F,T,F,,N,N,,
969,4,3,F,F,T,F,F,T,F,,N,N,,
971,3,3,F,F,T,F,F,T,F,,N,N,,
972,0,3,F,F,T,F,F,T,F,,N,N,,
973,34,3,F,F,T,F,F,T,F,,N,N,,
974,3,3,F,F,T,F,F,T,F,,N,N,,
975,9,3,F,F,T,F,F,T,F,,N,N,,
977,11,3,F,F,T,F,T,F,F,,Y,N,,
978,39,3,F,F,T,F,T,F,F,,Y,N,,
979,51,3,F,F,T,F,T,F,F,,Y,N,,
981,2,3,F,F,T,F,T,F,F,,Y,N,,
982,12,3,F,F,T,F,F,T,F,,N,N,,
983,34,3,F,F,T,F,F,T,F,,N,N,,
984,15,3,F,F,T,F,F,T,F,,N,N,,
986,12,3,F,F,T,F,F,T,F,,N,N,,
987,141,3,F,F,T,F,T,F,F,,Y,N,,
988,82,3,F,F,T,F,T,F,F,,Y,N,,
989,23,3,F,F,T,F,T,F,F,,Y,N,,
991,17,3,F,F,T,F,T,F,F,,Y,N,,
992,1,3,F,F,T,F,F,F,T,,N,N,,
993,1,3,F,F,T,F,F,F,T,,N,N,,
994,24,3,F,F,T,F,F,F,T,,N,N,,
995,1,3,F,F,T,F,F,F,T,,N,N,,
996,3,3,F,F,T,F,F,F,T,,N,N,,
997,1,3,F,F,T,F,F,F,T,,N,N,,
998,0,3,F,F,T,F,F,F,T,,N,N,,
999,0,3,F,F,T,F,F,F,T,,N,N,,
1001,0,3,F,F,T,F,F,F,T,,N,N,,
1002,4,3,F,F,T,F,F,F,T,,N,N,,
1003,0,3,F,F,T,F,F,F,T,,N,N,,
1004,74,3,F,F,T,F,T,F,F,,Y,N,,
1006,12,3,F,F,T,F,F,F,T,,N,N,,
1007,8,3,F,F,T,F,T,F,F,,Y,N,,
1008,4,3,F,F,T,F,F,T,F,,N,N,,
1009,5,3,F,F,T,F,F,T,F,,N,N,,
1010,9,3,F,F,T,F,T,F,F,,Y,N,,
1011,5,3,F,F,T,F,T,F,F,,Y,N,,
1012,4,3,F,F,T,F,F,T,F,,N,N,,
1013,7,3,F,F,T,F,F,T,F,,N,N,,
1014,4,3,F,F,T,F,T,F,F,,Y,N,,
1015,4,3,F,F,T,F,F,T,F,,N,N,,
1016,6,3,F,F,T,F,T,F,F,,Y,N,,
1017,0,3,F,F,T,F,F,F,T,,N,N,,
1018,0,3,F,F,T,F,F,F,T,,N,N,,
1019,0,3,F,F,T,F,F,F,T,,N,N,,
1020,1,3,F,F,T,F,F,F,T,,N,N,,
1021,0,3,F,F,T,F,F,F,T,,N,N,,
1022,0,3,F,F,T,F,F,F,T,,N,N,,
1023,0,3,F,F,T,F,F,F,T,,N,N,,
1024,1,3,F,F,T,F,F,F,T,,N,N,,
1025,11,3,F,F,T,F,F,T,F,,N,N,,
1026,10,3,F,F,T,F,T,F,F,,Y,N,,
1027,0,3,F,F,T,F,F,T,F,,N,N,,
1028,0,3,F,F,T,F,F,F,T,,N,N,,
1029,2,3,F,F,T,F,F,T,F,,N,N,,
1030,0,3,F,F,T,F,T,F,F,,Y,N,,
1031,2,3,F,F,T,F,F,T,F,,N,N,,
1032,12,3,F,F,T,F,F,T,F,,N,N,,
1033,0,3,F,F,T,F,F,F,T,,N,N,,
1034,43,3,F,F,T,F,T,F,F,,Y,N,,
1035,3,3,F,F,T,F,F,F,T,,N,N,,
1036,3,3,F,F,T,F,F,T,F,,N,N,,
1037,27,3,F,F,T,F,F,T,F,,N,N,,
1038,7,3,F,F,T,F,F,T,F,,N,N,,
1039,50,3,F,F,T,F,T,F,F,,Y,N,,
1040,70,3,F,F,T,F,T,F,F,,Y,N,,
1041,0,3,F,F,T,F,T,F,F,,Y,N,,
1042,1,3,F,F,T,F,T,F,F,,Y,N,,
1043,8,3,F,F,T,F,F,T,F,,N,N,,
1044,15,3,F,F,T,F,T,F,F,,Y,N,,
1045,5,3,F,F,T,F,F,F,T,,N,N,,
1047,1,3,F,F,T,F,F,T,F,,N,N,,
1048,1,3,F,F,T,F,F,F,T,,N,N,,
1049,2,3,F,F,T,F,F,F,T,,N,N,,
1050,9,3,F,F,T,F,F,F,T,,N,N,,
1051,1,3,F,F,T,F,F,T,F,,N,N,,
1052,10,3,F,F,T,F,F,T,F,,N,N,,
1053,0,3,F,F,T,F,F,F,T,,N,N,,
1054,2,3,F,F,T,F,F,F,T,,N,N,,
1055,1,3,F,F,T,F,F,F,T,,N,N,,
1056,4,3,F,F,T,F,F,T,F,,N,N,,
1057,11,3,F,F,T,F,F,F,T,,N,N,,
1058,7,3,F,F,T,F,F,F,T,,N,N,,
1059,0,3,F,F,T,F,F,F,T,,N,N,,
1060,0,3,F,F,T,F,F,F,T,,N,N,,
1061,3,3,F,F,T,F,F,T,F,,N,N,,
1062,0,3,F,F,T,F,F,F,T,,N,N,,
1063,0,3,F,F,T,F,F,F,T,,N,N,,
1064,3,3,F,F,T,F,F,F,T,,N,N,,
1065,0,3,F,F,T,F,F,F,T,,N,N,,
1066,8,3,F,F,T,F,F,F,T,,N,N,,
1067,9,3,F,F,T,F,F,F,T,,N,N,,
1068,2,3,F,F,T,F,F,T,F,,N,N,,
1069,24,3,F,F,T,F,F,T,F,,N,N,,
1070,0,3,F,F,T,F,F,F,T,,N,N,,
1071,4,3,F,F,T,F,F,F,T,,N,N,,
1072,7,3,F,F,T,F,F,T,F,,N,N,,
1073,2,3,F,F,T,F,F,F,T,,N,N,,
1074,4,3,F,F,T,F,F,T,F,,N,N,,
1075,6,3,F,F,T,F,F,T,F,,N,N,,
1076,7,3,F,F,T,F,F,F,T,,N,N,,
1077,2,3,F,F,T,F,F,F,T,,N,N,,
1078,0,3,F,F,T,F,F,F,T,,N,N,,
1079,0,3,F,F,T,F,F,F,T,,N,N,,
1080,2,3,F,F,T,F,F,F,T,,N,N,,
1081,0,3,F,F,T,F,F,F,T,,N,N,,
1082,0,3,F,F,T,F,F,F,T,,N,N,,
1083,0,3,F,F,T,F,F,F,T,,N,N,,
1084,0,3,F,F,T,F,F,F,T,,N,N,,
1085,3,3,F,F,T,F,F,T,F,,N,N,,
1086,28,3,F,F,T,F,F,F,T,,N,N,,
1087,7,3,F,F,T,F,F,T,F,,N,N,,
1088,1,3,F,F,T,F,F,F,T,,N,N,,
1089,8,3,F,F,T,F,F,T,F,,N,N,,
1090,4,3,F,F,T,F,F,F,T,,N,N,,
1091,25,3,F,F,T,F,F,F,T,,N,N,,
1092,1,3,F,F,T,F,F,T,F,,N,N,,
1093,1,3,F,F,T,F,F,F,T,,N,N,,
1094,2,3,F,F,T,F,F,T,F,,N,N,,
1095,0,3,F,F,T,F,F,F,T,,N,N,,
1096,1,3,F,F,T,F,F,T,F,,N,N,,
1097,1,3,F,F,T,F,F,F,T,,N,N,,
1098,0,3,F,F,T,F,F,F,T,,N,N,,
1099,1,3,F,F,T,F,F,F,T,,N,N,,
1100,0,3,F,F,T,F,F,F,T,,N,N,,
1101,9,3,F,F,T,F,F,T,F,,N,N,,
1102,5,3,F,F,T,F,F,F,T,,N,N,,
1103,1,3,F,F,T,F,F,F,T,,N,N,,
1104,4,3,F,F,T,F,F,F,T,,N,N,,
1105,0,3,F,F,T,F,F,F,T,,N,N,,
1106,3,3,F,F,T,F,F,F,T,,N,N,,
1107,1,3,F,F,T,F,F,F,T,,N,N,,
1108,1,3,F,F,T,F,F,F,T,,N,N,,
1109,0,3,F,F,T,F,F,T,F,,N,N,,
1110,0,3,F,F,T,F,F,F,T,,N,N,,
1111,1,3,F,F,T,F,F,T,F,,N,N,,
1112,0,3,F,F,T,F,F,F,T,,N,N,,
1113,0,3,F,F,T,F,F,T,F,,N,N,,
1114,0,3,F,F,T,F,F,F,T,,N,N,,
1115,1,3,F,F,T,F,F,T,F,,N,N,,
1116,2,3,F,F,T,F,F,T,F,,N,N,,
1117,1,3,F,F,T,F,F,F,T,,N,N,,
1118,0,3,F,F,T,F,F,T,F,,N,N,,
1119,6,3,F,F,T,F,F,T,F,,N,N,,
1120,17,3,F,F,T,F,F,F,T,,N,N,,
1121,19,3,F,F,T,F,F,F,T,,N,N,,
1122,4,3,F,F,T,F,F,F,T,,N,N,,
1123,3,3,F,F,T,F,F,F,T,,N,N,,
1124,1,3,F,F,T,F,F,F,T,,N,N,,
1125,1,3,F,F,T,F,F,F,T,,N,N,,
1126,1,3,F,F,T,F,F,T,F,,N,N,,
1127,4,3,F,F,T,F,F,F,T,,N,N,,
1128,2,3,F,F,T,F,F,F,T,,N,N,,
1129,0,3,F,F,T,F,F,T,F,,N,N,,
1130,6,3,F,F,T,F,F,F,T,,N,N,,
1131,5,3,F,F,T,F,F,T,F,,N,N,,
1132,3,3,F,F,T,F,F,F,T,,N,N,,
1133,3,3,F,F,T,F,F,F,T,,N,N,,
1134,5,3,F,F,T,F,F,F,T,,N,N,,
1135,7,3,F,F,T,F,F,F,T,,N,N,,
1136,1,3,F,F,T,F,F,T,F,,N,N,,
1137,3,3,F,F,T,F,F,F,T,,N,N,,
1138,14,3,F,F,T,F,F,F,T,,N,N,,
1139,6,3,F,F,T,F,F,T,F,,N,N,,
1140,6,3,F,F,T,F,F,T,F,,N,N,,
1141,3,3,F,F,T,F,F,F,T,,N,N,,
1142,2,3,F,F,T,F,F,F,T,,N,N,,
1143,4,3,F,F,T,F,F,F,T,,N,N,,
1144,3,3,F,F,T,F,F,F,T,,N,N,,
1145,2,3,F,F,T,F,F,F,T,,N,N,,
1146,1,3,F,F,T,F,F,F,T,,N,N,,
1147,1,3,F,F,T,F,F,F,T,,N,N,,
1148,3,3,F,F,T,F,F,F,T,,N,N,,
1149,3,3,F,F,T,F,F,F,T,,N,N,,
1150,5,3,F,F,T,F,F,F,T,,N,N,,
1151,9,3,F,F,T,F,F,F,T,,N,N,,
1152,3,3,F,F,T,F,F,F,T,,N,N,,
1153,1,3,F,F,T,F,F,F,T,,N,N,,
1154,2,3,F,F,T,F,F,F,T,,N,N,,
1155,1,3,F,F,T,F,F,T,F,,N,N,,
1156,5,3,F,F,T,F,F,F,T,,N,N,,
1157,2,3,F,F,T,F,F,F,T,,N,N,,
1158,15,3,F,F,T,F,F,F,T,,N,N,,
1159,10,3,F,F,T,F,F,T,F,,N,N,,
1161,7,3,F,F,T,F,F,F,T,,N,N,,
1162,3,3,F,F,T,F,F,F,T,,N,N,,
1163,5,3,F,F,T,F,F,F,T,,N,N,,
1164,4,3,F,F,T,F,F,F,T,,N,N,,
1165,5,3,F,F,T,F,F,F,T,,N,N,,
1166,6,3,F,F,T,F,F,F,T,,N,N,,
1167,6,3,F,F,T,F,F,F,T,,N,N,,
1168,1,3,F,F,T,F,F,F,T,,N,N,,
1169,4,3,F,F,T,F,F,F,T,,N,N,,
1170,5,3,F,F,T,F,F,F,T,,N,N,,
1171,3,3,F,F,T,F,F,F,T,,N,N,,
1172,12,3,F,F,T,F,F,F,T,,N,N,,
1173,3,3,F,F,T,F,F,F,T,,N,N,,
1174,2,3,F,F,T,F,F,F,T,,N,N,,
1175,1,3,F,F,T,F,F,F,T,,N,N,,
1176,1,3,F,F,T,F,F,F,T,,N,N,,
1178,0,3,F,F,T,F,F,F,T,,N,N,,
1180,13,3,F,F,T,F,F,T,F,,N,N,,
1181,1,3,F,F,T,F,F,F,T,,N,N,,
1182,2,3,F,F,T,F,F,F,T,,N,N,,
1183,1,3,F,F,T,F,F,F,T,,N,N,,
1184,1,3,F,F,T,F,F,F,T,,N,N,,
1186,3,3,F,F,T,F,F,F,T,,N,N,,
1187,2,3,F,F,T,F,F,F,T,,N,N,,
1188,0,3,F,F,T,F,F,F,T,,N,N,,
1189,4,3,F,F,T,F,F,F,T,,N,N,,
1191,3,3,F,F,T,F,F,F,T,,N,N,,
1195,0,3,F,F,T,F,F,F,T,,N,N,,
1196,0,3,F,F,T,F,F,F,T,,N,N,,
1197,1,3,F,F,T,F,F,F,T,,N,N,,
1198,0,3,F,F,T,F,F,F,T,,N,N,,
1199,0,3,F,F,T,F,F,F,T,,N,N,,
1200,1,3,F,F,T,F,F,F,T,,N,N,,
1201,1,3,F,F,T,F,F,F,T,,N,N,,
1202,1,3,F,F,T,F,F,F,T,,N,N,,
1203,1,3,F,F,T,F,F,F,T,,N,N,,
1204,1,3,F,F,T,F,F,F,T,,N,N,,
1205,0,3,F,F,T,F,F,F,T,,N,N,,
1206,0,3,F,F,T,F,F,F,T,,N,N,,
1208,0,3,F,F,T,F,F,F,T,,N,N,,
1209,0,3,F,F,T,F,F,F,T,,N,N,,
1210,0,3,F,F,T,F,F,F,T,,N,N,,
1213,0,3,F,F,T,F,F,F,T,,N,N,,
1214,0,3,F,F,T,F,F,F,T,,N,N,,
1215,0,3,F,F,T,F,F,F,T,,N,N,,
1216,0,3,F,F,T,F,F,F,T,,N,N,,
1219,0,3,F,F,T,F,F,F,T,,N,N,,
1220,0,3,F,F,T,F,F,F,T,,N,N,,
1221,0,3,F,F,T,F,F,F,T,,N,N,,
1223,0,3,F,F,T,F,F,F,T,,N,N,,
1226,0,3,F,F,T,F,F,F,T,,N,N,,
1228,0,3,F,F,T,F,F,F,T,,N,N,,
1229,0,3,F,F,T,F,F,F,T,,N,N,,
1230,0,3,F,F,T,F,F,F,T,,N,N,,
1232,0,3,F,F,T,F,F,F,T,,N,N,,
1233,0,3,F,F,T,F,F,F,T,,N,N,,
1236,0,3,F,F,T,F,F,F,T,,N,N,,
1237,0,3,F,F,T,F,F,F,T,,N,N,,
1238,0,3,F,F,T,F,F,F,T,,N,N,,
1239,0,3,F,F,T,F,F,F,T,,N,N,,
1243,0,3,F,F,T,F,F,F,T,,N,N,,
1245,0,3,F,F,T,F,F,F,T,,N,N,,
1246,0,3,F,F,T,F,F,F,T,,N,N,,
8,0,4,F,F,F,T,F,F,T,,N,N,,
18,0,4,F,F,F,T,F,F,T,,N,N,,
21,3,4,F,F,F,T,F,F,T,,N,N,,
24,3,4,F,F,F,T,F,F,T,,N,N,,
25,6,4,F,F,F,T,F,F,T,,N,N,,
26,3,4,F,F,F,T,F,F,T,,N,N,,
27,2,4,F,F,F,T,F,F,T,,N,N,,
28,2,4,F,F,F,T,F,F,T,,N,N,,
29,2,4,F,F,F,T,F,F,T,,N,N,,
30,2,4,F,F,F,T,F,F,T,,N,N,,
31,7,4,F,F,F,T,F,F,T,,N,N,,
32,0,4,F,F,F,T,F,F,T,,N,N,,
33,0,4,F,F,F,T,F,F,T,,N,N,,
34,0,4,F,F,F,T,F,F,T,,N,N,,
36,2,4,F,F,F,T,F,F,T,,N,N,,
43,0,4,F,F,F,T,F,T,F,,N,Y,,
44,0,4,F,F,F,T,T,F,F,,N,N,,
45,0,4,F,F,F,T,T,F,F,,N,N,,
46,0,4,F,F,F,T,F,T,F,,N,Y,,
47,0,4,F,F,F,T,F,T,F,,N,Y,,
48,0,4,F,F,F,T,T,F,F,,N,N,,
49,0,4,F,F,F,T,F,F,T,,N,N,,
50,1,4,F,F,F,T,F,F,T,,N,N,,
56,0,4,F,F,F,T,F,F,T,,N,N,,
57,0,4,F,F,F,T,F,F,T,,N,N,,
58,0,4,F,F,F,T,F,F,T,,N,N,,
59,0,4,F,F,F,T,F,F,T,,N,N,,
60,1,4,F,F,F,T,F,F,T,,N,N,,
63,1,4,F,F,F,T,F,F,T,,N,N,,
64,2,4,F,F,F,T,F,F,T,,N,N,,
65,1,4,F,F,F,T,F,F,T,,N,N,,
66,4,4,F,F,F,T,F,F,T,,N,N,,
68,1,4,F,F,F,T,F,F,T,,N,N,,
69,3,4,F,F,F,T,F,F,T,,N,N,,
70,5,4,F,F,F,T,F,F,T,,N,N,,
71,0,4,F,F,F,T,F,F,T,,N,N,,
76,0,4,F,F,F,T,T,F,F,,N,N,,
84,0,4,F,F,F,T,F,T,F,,N,Y,,
102,0,4,F,F,F,T,F,T,F,,N,Y,,
103,0,4,F,F,F,T,T,F,F,,N,N,,
105,27,4,F,F,F,T,F,F,T,,N,N,,
107,0,4,F,F,F,T,F,F,T,,N,N,,
123,3,4,F,F,F,T,T,F,F,,N,N,,
124,0,4,F,F,F,T,F,F,T,,N,N,,
125,0,4,F,F,F,T,F,F,T,,N,N,,
128,0,4,F,F,F,T,T,F,F,,N,N,,
129,0,4,F,F,F,T,T,F,F,,N,N,,
130,3,4,F,F,F,T,F,T,F,,N,Y,,
132,6,4,F,F,F,T,F,F,T,,N,N,,
133,9,4,F,F,F,T,F,F,T,,N,N,,
134,2,4,F,F,F,T,F,F,T,,N,N,,
135,2,4,F,F,F,T,F,F,T,,N,N,,
136,2,4,F,F,F,T,F,F,T,,N,N,,
137,3,4,F,F,F,T,F,F,T,,N,N,,
138,0,4,F,F,F,T,T,F,F,,N,N,,
139,28,4,F,F,F,T,F,T,F,,N,Y,,
140,1,4,F,F,F,T,T,F,F,,N,N,,
141,2,4,F,F,F,T,F,F,T,,N,N,,
144,0,4,F,F,F,T,T,F,F,,N,N,,
145,0,4,F,F,F,T,F,T,F,,N,Y,,
146,1,4,F,F,F,T,F,F,T,,N,N,,
147,3,4,F,F,F,T,F,F,T,,N,N,,
148,0,4,F,F,F,T,F,F,T,,N,N,,
151,12,4,F,F,F,T,F,F,T,,N,N,,
152,0,4,F,F,F,T,F,F,T,,N,N,,
154,0,4,F,F,F,T,T,F,F,,N,N,,
156,2,4,F,F,F,T,F,F,T,,N,N,,
158,27,4,F,F,F,T,T,F,F,,N,N,,
161,1,4,F,F,F,T,F,F,T,,N,N,,
162,1,4,F,F,F,T,F,F,T,,N,N,,
167,3,4,F,F,F,T,F,F,T,,N,N,,
170,3,4,F,F,F,T,F,F,T,,N,N,,
171,0,4,F,F,F,T,F,F,T,,N,N,,
172,0,4,F,F,F,T,F,T,F,,N,Y,,
173,0,4,F,F,F,T,T,F,F,,N,N,,
175,0,4,F,F,F,T,T,F,F,,N,N,,
176,0,4,F,F,F,T,F,F,T,,N,N,,
177,0,4,F,F,F,T,F,F,T,,N,N,,
178,2,4,F,F,F,T,F,F,T,,N,N,,
179,0,4,F,F,F,T,T,F,F,,N,N,,
180,0,4,F,F,F,T,F,F,T,,N,N,,
181,4,4,F,F,F,T,F,F,T,,N,N,,
182,11,4,F,F,F,T,F,F,T,,N,N,,
183,0,4,F,F,F,T,F,T,F,,N,Y,,
184,14,4,F,F,F,T,T,F,F,,N,N,,
188,0,4,F,F,F,T,F,T,F,,N,Y,,
189,0,4,F,F,F,T,F,T,F,,N,Y,,
190,0,4,F,F,F,T,F,T,F,,N,Y,,
191,0,4,F,F,F,T,T,F,F,,N,N,,
192,0,4,F,F,F,T,F,T,F,,N,Y,,
193,0,4,F,F,F,T,T,F,F,,N,N,,
194,0,4,F,F,F,T,F,T,F,,N,Y,,
195,0,4,F,F,F,T,T,F,F,,N,N,,
197,0,4,F,F,F,T,T,F,F,,N,N,,
198,0,4,F,F,F,T,F,F,T,,N,N,,
199,0,4,F,F,F,T,F,T,F,,N,Y,,
200,0,4,F,F,F,T,F,F,T,,N,N,,
201,6,4,F,F,F,T,T,F,F,,N,N,,
204,0,4,F,F,F,T,T,F,F,,N,N,,
205,0,4,F,F,F,T,F,T,F,,N,Y,,
207,1,4,F,F,F,T,F,T,F,,N,Y,,
208,9,4,F,F,F,T,T,F,F,,N,N,,
209,80,4,F,F,F,T,F,T,F,,N,Y,,
212,10,4,F,F,F,T,F,T,F,,N,Y,,
213,0,4,F,F,F,T,F,T,F,,N,Y,,
214,0,4,F,F,F,T,F,F,T,,N,N,,
215,0,4,F,F,F,T,F,F,T,,N,N,,
216,0,4,F,F,F,T,T,F,F,,N,N,,
217,0,4,F,F,F,T,F,T,F,,N,Y,,
220,0,4,F,F,F,T,F,T,F,,N,Y,,
224,0,4,F,F,F,T,T,F,F,,N,N,,
225,0,4,F,F,F,T,F,F,T,,N,N,,
226,0,4,F,F,F,T,F,F,T,,N,N,,
227,0,4,F,F,F,T,F,F,T,,N,N,,
228,0,4,F,F,F,T,F,F,T,,N,N,,
229,0,4,F,F,F,T,T,F,F,,N,N,,
230,5,4,F,F,F,T,T,F,F,,N,N,,
231,0,4,F,F,F,T,F,F,T,,N,N,,
253,19,4,F,F,F,T,T,F,F,,N,N,,
254,7,4,F,F,F,T,F,T,F,,N,Y,,
257,4,4,F,F,F,T,F,T,F,,N,Y,,
287,0,4,F,F,F,T,F,F,T,,N,N,,
290,0,4,F,F,F,T,F,F,T,,N,N,,
291,0,4,F,F,F,T,F,F,T,,N,N,,
292,0,4,F,F,F,T,F,F,T,,N,N,,
293,0,4,F,F,F,T,F,F,T,,N,N,,
294,0,4,F,F,F,T,F,F,T,,N,N,,
295,0,4,F,F,F,T,F,F,T,,N,N,,
296,0,4,F,F,F,T,F,F,T,,N,N,,
297,0,4,F,F,F,T,F,F,T,,N,N,,
298,0,4,F,F,F,T,F,F,T,,N,N,,
299,0,4,F,F,F,T,F,F,T,,N,N,,
300,0,4,F,F,F,T,F,F,T,,N,N,,
301,0,4,F,F,F,T,F,F,T,,N,N,,
302,3,4,F,F,F,T,F,F,T,,N,N,,
307,29,4,F,F,F,T,F,T,F,,N,Y,,
309,9,4,F,F,F,T,T,F,F,,N,N,,
310,3,4,F,F,F,T,F,F,T,,N,N,,
311,2,4,F,F,F,T,F,F,T,,N,N,,
312,3,4,F,F,F,T,F,F,T,,N,N,,
313,1,4,F,F,F,T,F,F,T,,N,N,,
314,9,4,F,F,F,T,T,F,F,,N,N,,
315,2,4,F,F,F,T,F,F,T,,N,N,,
316,12,4,F,F,F,T,T,F,F,,N,N,,
317,0,4,F,F,F,T,F,F,T,,N,N,,
